0.113794,罢课:0.077373 学生:0.035635 政改:0.027909 抗命:0.026089 声援:0.021520 行动:0.019950 大学生:0.019094 中国:0.017934 学联:0.014900 决定:0.014579
0.10965,罷課:0.086648 學生:0.033093 公園:0.032945 添馬:0.032741 集會:0.023204 參與:0.015222 學聯:0.012926 支持:0.012130 公民:0.011407 講座:0.011148
0.0761379,罷課:0.049864 學生:0.041465 梁振英:0.039598 學聯:0.039225 特首:0.032772 對話:0.023039 行動:0.021492 要求:0.016986 民主:0.015653 17:0.013626
0.0684475,罷課:0.064747 集會:0.035058 大學:0.022067 百萬:0.020020 學生:0.019101 大道:0.018834 中文:0.018537 萬人:0.017351 大專院校:0.016580 同學:0.015660
0.0666275,罷課:0.086015 學生:0.044485 中學:0.024711 中學生:0.023949 開平:0.018830 旅港:0.018373 參與:0.017398 商會:0.015722 關注:0.012310 周五:0.010695
0.0537737,罷課:0.071191 學生:0.044051 抗爭:0.018119 活動:0.017477 學聯:0.016835 發起:0.016760 宣言:0.015326 大道:0.013778 希望:0.013212 百萬:0.013023
0.0498533,罷課:0.040388 公民:0.023207 學生:0.016774 抗命:0.016001 特首:0.014575 要求:0.014087 立法會:0.012174 政改:0.011726 民主:0.010626 訴求:0.010423
0.0494471,罷課:0.036409 政改:0.024341 習近平:0.024259 中國:0.023069 主席:0.018513 北京:0.014244 人大:0.011206 國家:0.011165 特首:0.009934 學生:0.009646
0.0480293,罷課:0.057133 大道:0.019523 本地:0.019312 學生:0.018425 百萬:0.018298 民主:0.017368 學聯:0.017030 大專生:0.016396 昨日:0.016016 現場:0.013945
0.0411433,罷課:0.048387 2014:0.024662 Sep:0.020963 0800:0.020667 23:0.020568 Tue:0.020125 有時:0.014896 公民:0.013811 集會:0.013121 聲援:0.013022
0.0406151,罷課:0.034526 政改:0.026532 民主:0.024433 日電:0.019437 張德江:0.017688 決定:0.016439 中央社:0.015989 反對派:0.015889 記者:0.015489 講座:0.015040
0.0400017,罷課:0.061333 學生:0.027953 媒體:0.019887 行動:0.017553 新聞:0.013647 BBC:0.012480 政改:0.011973 抗議:0.011415 展開:0.010958 關注:0.010704
0.0343142,罷課:0.045116 一個:0.033882 學生:0.028087 民主:0.015374 公民:0.013777 政權:0.011649 市民:0.009875 抗命:0.009106 真正:0.008751 制度:0.008515
0.033136,罷課:0.056454 學生:0.039922 歷史:0.028227 六四:0.025717 中共:0.025227 大規模:0.014144 屍體:0.013716 發展壯大:0.013716 迎來:0.013716 本城:0.013716
0.032291,罷課:0.069302 學生:0.053280 支持:0.021614 聲援:0.020734 婆婆:0.019666 09:0.015079 00:0.014765 12:0.014074 99:0.013195 民主:0.011373
0.0318157,罷課:0.040110 學生:0.032075 團體:0.024551 大學:0.017664 領導人:0.014157 聆聽:0.013009 包括:0.012881 排隊:0.012690 學生會:0.012626 學民:0.012499
0.0288704,責任:0.020588 政改:0.019674 基本法:0.018480 承擔:0.017356 勇於:0.017004 未来:0.016231 抗爭:0.014545 呼喚:0.014405 罷課:0.013983 錚錚誓言:0.013210
0.0287688,习近平:0.048583 22:0.043436 中央:0.030109 政改:0.025808 主席:0.024750 表示:0.024045 问题:0.021718 大公网:0.020026 媒体报道:0.019673 日讯:0.019462
0.02729,罷課:0.025272 政改:0.017690 人大:0.015460 習近平:0.011149 學生:0.010035 公民:0.008920 交待:0.008399 國際:0.007730 決議:0.007730 抗命:0.007582
0.0259941,罷課:0.023487 军区:0.016854 學生:0.014279 義教:0.014279 老師:0.012095 照片:0.011314 明春:0.011236 抗命:0.009910 努力:0.009364 一年:0.008974
