0.0952741,旺角:0.030025 街道:0.019979 警方:0.013588 警察:0.011907 警員:0.010808 示威者:0.010068 市民:0.009429 人士:0.008857 AM:0.008779 集會:0.007882
0.0648716,對話:0.039887 政府:0.026964 政改:0.025911 港府:0.025911 學聯:0.021795 对话:0.019919 20:0.012824 今天:0.010750 周二:0.010733 安生:0.010371
0.0637473,禁制令:0.030773 旺角:0.026836 禁止:0.021392 高等法院:0.018461 20:0.017841 道路:0.016819 人士:0.013284 高院:0.012229 臨時:0.011190 申請:0.008443
0.0636553,勢力:0.040245 外國:0.030868 介入:0.028267 梁振英:0.027630 行動:0.015216 美國:0.010972 特首:0.010066 外來:0.008740 反駁:0.008724 人民日報:0.006710
0.0619774,警方:0.034184 旺角:0.019866 20:0.017402 10:0.015783 冲击:0.013370 示威者:0.013008 19:0.012716 非法:0.012388 集会:0.012061 占领:0.011802
0.0580464,影響:0.026471 曾俊華:0.012656 經濟:0.012160 今天:0.009621 滬港通:0.009014 司長:0.008922 表示:0.008039 政府:0.008020 四中全會:0.007873 20:0.007634
0.0550474,势力:0.051052 梁振英:0.046203 介入:0.029832 运动:0.022287 外来:0.017166 行动:0.016022 外国:0.015343 学联:0.014160 学生:0.013791 特首:0.012375
0.0511635,畢業:0.013689 支持:0.012500 10:0.011102 對話:0.010935 20:0.010121 鄭國漢:0.009996 畢業生:0.008931 嶺南大學:0.008890 學聯:0.008389 學生:0.008347
0.0498189,北京:0.018001 人士:0.014465 媒体:0.012022 反占中:0.011572 中共:0.011487 大陆:0.010608 10:0.009322 运动:0.007972 反对:0.007844 中国:0.007779
0.0450843,中國:0.019037 李安:0.012455 陽明:0.011839 子女:0.009755 台北:0.009566 2609:0.008051 29:0.007956 父母:0.007695 媒體:0.007364 油價:0.007340
0.0441245,支持:0.016209 中共:0.011516 普选:0.009919 艺人:0.009435 中国:0.008927 克里:0.008758 29:0.007838 美國:0.007185 运动:0.006968 问题:0.006822
0.0426047,公民:0.030692 抗命:0.027084 禁制令:0.018440 金鐘:0.010398 警察:0.010172 旺角:0.009997 法律:0.008043 成功:0.007366 民主:0.006990 法庭:0.006639
0.0420447,太阳伞:0.052578 象征:0.027368 中国:0.024042 运动:0.022037 10:0.022011 20:0.021910 和平:0.019675 演变成:0.019066 变成:0.019015 喷雾:0.018838
0.0415167,旺角:0.036123 示威者:0.020722 气氛:0.017380 紧张:0.014938 地区:0.011287 凌晨:0.011107 九龙:0.010490 局面:0.010464 大批:0.009898 周一:0.009847
0.0390713,旺角:0.027590 警察:0.021662 略缓:0.017264 气氛:0.016691 示威者:0.015899 暴力:0.015899 警方:0.013932 党报:0.013222 中国:0.013003 冲击:0.012320
0.0388597,野蠻:0.015134 文明:0.014996 支持:0.010904 香港市民:0.009009 中共:0.008432 政府:0.007169 公民:0.006262 千名:0.004971 静坐:0.004889 报道:0.004862
0.0386139,中国:0.009094 入稟:0.009066 要求:0.008320 一个:0.007933 大量:0.007878 索償:0.007684 戴耀廷:0.007408 习近平:0.006330 武器:0.006247 發起人:0.006247
0.0384493,梁振英:0.033921 19:0.019015 处理:0.018015 中央政府:0.017404 充满信心:0.017044 表示:0.015906 完全:0.014101 特区政府:0.013657 掌握:0.013602 行政长官:0.013380
0.0369188,自首:0.028185 抗命:0.022953 19:0.022143 金钟:0.019975 唐人:0.018559 公民:0.016535 呼吁:0.015928 10:0.015205 报导:0.014454 综合:0.014049
0.0291103,北京:0.017444 中共:0.014329 掌控:0.010078 示威:0.008576 讓步:0.008172 退休:0.007403 中國:0.007330 法治:0.007293 解决:0.007220 支持:0.007146
