0.118111,罷課:0.078996 學生:0.035356 學聯:0.034090 公園:0.030492 添馬:0.029960 集會:0.029360 遊行:0.020077 發起:0.018566 下午:0.014680 公民:0.013636
0.0812953,罷課:0.072232 思潮:0.033648 學民:0.032841 中學生:0.031583 集會:0.020002 發起:0.017647 24:0.015518 中學:0.014969 遊行:0.014679 周五:0.014163
0.0749347,罢课:0.069925 学生:0.053091 公民:0.037272 学联:0.034508 添马:0.034298 公园:0.033878 发起:0.030203 政改:0.023973 中环:0.023203 进入:0.022224
0.0660234,罷課:0.049131 學生:0.035031 支持:0.015570 民主:0.013306 市民:0.012710 認為:0.011757 表示:0.011677 劉兆佳:0.011399 政改:0.011320 范椒芬:0.010089
0.0639714,罷課:0.051731 遊行:0.038778 學聯:0.026931 民主:0.016520 申請:0.016233 抗命:0.012871 學生:0.012625 社區:0.012379 市民:0.012297 反對:0.012257
0.0579414,罷課:0.056749 學生:0.038964 梁振英:0.025071 學聯:0.023804 對話:0.018916 社工:0.017875 特首:0.017694 一個:0.014708 出面:0.011404 罷工:0.010001
0.054971,罷課:0.045170 學生:0.044645 婦女:0.022847 戴耀廷:0.017171 團體:0.014739 即時:0.013832 補充:0.012306 民主:0.012258 支持:0.012163 到場:0.010923
0.0548765,罷課:0.073628 學生:0.060298 支持:0.017057 行動:0.016436 絲帶:0.011897 聲援:0.010034 學聯:0.009604 百萬:0.007932 大道:0.007024 爭取:0.006594
0.0526093,罷課:0.064040 學生:0.027859 內地:0.015450 李國章:0.014403 出現:0.012160 知道:0.009669 回應:0.009071 信報:0.008173 財經新聞:0.008173 同樣:0.007725
0.0504156,罷課:0.041603 遊行:0.030578 市民:0.023818 特首:0.021530 人士:0.015809 呼籲:0.014457 學生:0.013989 學聯:0.010869 即時:0.010401 面對:0.010297
0.0419872,罷課:0.050757 人民日報:0.037085 海外版:0.028781 國際標準:0.022725 中共:0.018667 大專生:0.018105 之際:0.017544 爭取:0.017231 日電:0.017169 今天:0.016670
0.036461,罷課:0.041764 學運:0.030910 學生:0.024297 民主:0.022356 爭取:0.018762 啟動:0.016102 耐力賽:0.016102 將由:0.016102 正式:0.015599 領跑:0.015599
0.0354376,政改:0.027512 港人:0.018637 民主:0.018267 抗命:0.016936 信心:0.016788 启动:0.016714 22:0.016197 中南海:0.015679 全面:0.015531 火山口:0.015383
0.0348289,罷課:0.020693 军区:0.020317 公民:0.019565 抗爭:0.019414 即時:0.013620 明春:0.013545 講堂:0.012266 80:0.011889 抗命:0.011814 周永康:0.010911
0.0334171,中共:0.063365 政改:0.041721 要求:0.033722 人大:0.033565 24:0.030350 问题:0.030114 最近:0.029722 提出:0.029016 苛刻:0.028546 2014:0.028075
0.0322468,圖片:0.048434 罷課:0.040307 抗命:0.022836 公民:0.018529 新聞:0.015684 最新:0.013328 23:0.012596 相片:0.011865 九月:0.011702 圖片庫:0.011702
0.0305464,罷課:0.046322 罢课:0.025992 支持:0.025821 抗命:0.022046 第三天:0.021103 各界:0.018615 學生:0.017843 王維:0.017671 港生:0.016642 民众:0.016642
0.0302735,罷課:0.056953 學生:0.056347 中國:0.037045 發生:0.022850 記者:0.022331 中文網:0.022245 BBC:0.022158 兩天:0.021725 突出:0.021293 內地:0.020687
0.0272874,英國:0.039077 高度:0.037829 北京:0.034756 華爾街日報:0.033892 罷課:0.033700 出賣:0.031108 關注:0.025827 社評:0.025635 昨日:0.021027 剝奪:0.020835
0.0223647,改變:0.025412 罷課:0.024475 政改:0.020142 人大:0.019322 今日:0.013584 政治:0.012882 残疾:0.010188 習近平:0.009252 決定:0.007846 港人:0.007729
